scenario_id,scenario_type,asset_type,threat_category,vulnerability_score,asset_importance,exposure_level,security_maturity,control_effectiveness,threat_intensity,incident_likelihood,data_sensitivity,estimated_financial_impact,risk_score,risk_level,response_priority
RISK-2496,Service Disruption,Web Server,Vulnerability Exploitation,4.92,7,4,3,9,3,0.21,10,2571621,100.0,High,1순위
RISK-2497,Insider Threat,Web Server,Phishing,5.77,4,7,2,2,8,0.82,3,1853316,100.0,High,1순위
RISK-2498,Service Disruption,File Server,C2 Communication,8.66,10,1,10,3,4,0.18,9,3155585,100.0,High,1순위
RISK-2499,Data Leakage,Database Server,C2 Communication,9.81,2,5,9,4,2,0.41,5,1806507,100.0,High,1순위
RISK-2500,Data Leakage,Endpoint PC,DDoS,4.08,10,3,1,1,5,0.12,4,2426572,100.0,High,1순위
RISK-2501,Insider Threat,VPN Server,Data Exfiltration,8.28,5,5,2,7,1,0.54,8,1679138,100.0,High,1순위
RISK-2502,Malware Infection,Web Server,Phishing,7.65,6,4,8,10,8,0.65,5,1939270,100.0,High,1순위
RISK-2503,Insider Threat,Endpoint PC,DDoS,5.74,9,2,7,3,8,0.9,3,1871096,100.0,High,1순위
RISK-2504,External Attack,Cloud Service,C2 Communication,9.56,4,4,1,3,3,0.72,2,2019822,100.0,High,1순위
RISK-2505,Insider Threat,Cloud Service,Data Exfiltration,2.0,2,3,5,3,1,0.54,8,1664301,46.74,Medium,2순위
RISK-2506,Insider Threat,File Server,Brute Force,1.09,5,1,10,8,4,0.89,2,969813,19.0,Low,3순위
RISK-2507,Credential Compromise,VPN Server,C2 Communication,8.54,3,10,6,9,9,0.48,8,2500957,100.0,High,1순위
RISK-2508,Data Leakage,Cloud Service,Data Exfiltration,4.39,2,8,5,10,9,0.56,5,2356337,96.94,High,1순위
RISK-2509,External Attack,VPN Server,Brute Force,8.47,1,5,4,2,1,0.59,8,1718219,100.0,High,1순위
RISK-2510,Credential Compromise,Web Server,Data Exfiltration,8.93,10,4,1,10,7,0.42,5,2334508,100.0,High,1순위
RISK-2511,External Attack,Cloud Service,C2 Communication,0.62,2,10,7,10,6,0.8,1,1360079,65.6,Medium,2순위
RISK-2512,Insider Threat,Database Server,Brute Force,8.83,6,5,9,1,7,0.22,2,1871207,100.0,High,1순위
RISK-2513,Credential Compromise,Cloud Service,Data Exfiltration,4.48,8,4,6,9,7,0.55,6,2626891,100.0,High,1순위
RISK-2514,Credential Compromise,VPN Server,Phishing,5.1,3,3,3,6,8,0.7,3,1440093,97.96,High,1순위
RISK-2515,External Attack,Database Server,Brute Force,6.27,9,5,10,9,8,0.86,8,3208870,100.0,High,1순위
RISK-2516,External Attack,Endpoint PC,Data Exfiltration,9.26,9,4,4,6,10,0.85,5,2562361,100.0,High,1순위
RISK-2517,Service Disruption,Cloud Service,Phishing,0.19,2,1,10,2,2,0.51,3,365179,12.21,Low,3순위
RISK-2518,External Attack,VPN Server,Brute Force,4.77,8,3,5,1,4,0.63,10,3083281,100.0,High,1순위
RISK-2519,Credential Compromise,Cloud Service,Data Exfiltration,6.88,10,10,1,8,4,0.4,7,2263036,100.0,High,1순위
RISK-2520,Malware Infection,Cloud Service,C2 Communication,7.23,5,10,5,3,10,0.47,8,3144316,100.0,High,1순위
RISK-2521,External Attack,VPN Server,Brute Force,6.93,4,8,1,1,8,0.87,4,1768384,100.0,High,1순위
RISK-2522,Data Leakage,Database Server,Brute Force,1.34,10,7,9,8,3,0.89,9,2857536,100.0,High,1순위
RISK-2523,Service Disruption,Web Server,Phishing,2.99,5,2,7,1,3,0.86,6,1934369,83.91,High,1순위
RISK-2524,Data Leakage,Cloud Service,DDoS,3.59,4,1,3,8,2,0.17,1,1138626,40.73,Medium,2순위
RISK-2525,Data Leakage,File Server,DDoS,8.04,8,3,9,1,1,0.82,5,3063781,100.0,High,1순위
RISK-2526,Malware Infection,Endpoint PC,Data Exfiltration,2.79,4,5,2,9,8,0.9,5,2385242,100.0,High,1순위
RISK-2527,Service Disruption,VPN Server,C2 Communication,2.11,10,10,7,9,9,0.38,7,3160372,100.0,High,1순위
RISK-2528,Insider Threat,Cloud Service,Phishing,9.57,6,1,9,9,9,0.52,7,2083098,100.0,High,1순위
RISK-2529,Credential Compromise,Web Server,Brute Force,0.09,2,3,6,3,8,0.75,6,2085415,73.68,High,1순위
RISK-2530,Credential Compromise,VPN Server,DDoS,9.98,5,3,10,4,5,0.56,8,2657505,100.0,High,1순위
RISK-2531,External Attack,Cloud Service,Phishing,6.77,6,5,5,5,1,0.94,2,2491518,100.0,High,1순위
RISK-2532,Credential Compromise,Endpoint PC,Phishing,8.28,5,3,7,6,9,0.46,7,2529939,100.0,High,1순위
RISK-2533,Malware Infection,File Server,Phishing,2.95,2,9,6,9,6,0.69,10,1998478,98.36,High,1순위
RISK-2534,Credential Compromise,VPN Server,Brute Force,0.14,7,1,5,4,7,0.76,7,2068158,80.69,High,1순위
RISK-2535,Malware Infection,Cloud Service,Vulnerability Exploitation,7.38,4,4,2,6,8,0.49,4,1398865,100.0,High,1순위
RISK-2536,Insider Threat,Database Server,Phishing,8.34,8,10,8,1,5,0.82,10,2862207,100.0,High,1순위
RISK-2537,Malware Infection,Web Server,Vulnerability Exploitation,7.4,7,10,7,2,6,0.54,2,1880025,100.0,High,1순위
RISK-2538,Insider Threat,File Server,DDoS,1.43,7,4,6,8,7,0.42,4,1847345,72.59,High,1순위
RISK-2539,Insider Threat,VPN Server,C2 Communication,7.53,9,1,5,4,7,0.15,4,3162055,100.0,High,1순위
RISK-2540,Insider Threat,Cloud Service,DDoS,7.69,1,2,5,10,2,0.4,6,1677117,57.37,Medium,2순위
RISK-2541,Malware Infection,File Server,C2 Communication,6.59,10,1,9,7,1,0.71,7,2777344,90.07,High,1순위
RISK-2542,Insider Threat,Database Server,C2 Communication,7.66,6,6,1,4,8,0.88,3,2627186,100.0,High,1순위
RISK-2543,Malware Infection,VPN Server,DDoS,8.46,6,3,9,9,5,0.28,10,2592573,100.0,High,1순위
RISK-2544,Service Disruption,File Server,Data Exfiltration,6.14,6,7,6,9,10,0.37,1,2356458,100.0,High,1순위
RISK-2545,Insider Threat,VPN Server,Brute Force,0.89,6,5,4,4,2,0.19,3,1280739,68.56,Medium,2순위
RISK-2546,Malware Infection,VPN Server,Vulnerability Exploitation,4.88,10,9,10,8,3,0.67,9,2839308,100.0,High,1순위
RISK-2547,Malware Infection,File Server,Data Exfiltration,0.78,7,7,7,6,6,0.91,1,2510861,89.35,High,1순위
RISK-2548,Malware Infection,VPN Server,Vulnerability Exploitation,4.08,10,4,9,1,10,0.63,8,2853104,100.0,High,1순위
RISK-2549,External Attack,Database Server,Brute Force,4.07,6,5,5,7,6,0.61,2,2655275,98.34,High,1순위
RISK-2550,External Attack,File Server,Phishing,0.66,1,5,5,1,8,0.55,6,1697110,85.78,High,1순위
RISK-2551,Insider Threat,Cloud Service,DDoS,3.49,3,5,8,3,5,0.13,3,1313551,60.6,Medium,2순위
RISK-2552,Credential Compromise,File Server,Data Exfiltration,1.11,2,10,7,8,5,0.71,7,2028902,75.96,High,1순위
RISK-2553,Service Disruption,Database Server,Brute Force,8.08,6,9,8,9,7,0.59,2,2041106,100.0,High,1순위
RISK-2554,Credential Compromise,Database Server,DDoS,9.48,8,10,10,3,10,0.65,4,2646161,100.0,High,1순위
RISK-2555,Insider Threat,Database Server,Data Exfiltration,0.72,3,3,2,1,5,0.86,10,2091343,97.64,High,1순위
RISK-2556,Data Leakage,Cloud Service,C2 Communication,9.55,10,6,9,1,9,0.76,9,2716937,100.0,High,1순위
RISK-2557,Data Leakage,Cloud Service,Data Exfiltration,5.23,8,8,3,7,6,0.75,6,2470154,100.0,High,1순위
RISK-2558,Service Disruption,VPN Server,Phishing,3.0,8,9,6,5,7,0.88,4,2230100,100.0,High,1순위
RISK-2559,Service Disruption,VPN Server,Phishing,0.77,5,7,6,1,8,0.94,2,2161727,100.0,High,1순위
RISK-2560,Service Disruption,Endpoint PC,Vulnerability Exploitation,5.01,8,3,2,6,5,0.57,10,2889543,100.0,High,1순위
RISK-2561,External Attack,VPN Server,Data Exfiltration,7.95,6,1,7,6,4,0.15,9,2595206,100.0,High,1순위
RISK-2562,External Attack,Database Server,C2 Communication,7.07,5,4,9,4,8,0.46,4,2349242,100.0,High,1순위
RISK-2563,Data Leakage,Endpoint PC,Phishing,0.5,9,6,10,7,10,0.76,9,2034490,100.0,High,1순위
RISK-2564,Service Disruption,Database Server,Vulnerability Exploitation,0.73,7,3,1,7,9,0.07,2,1540705,92.59,High,1순위
RISK-2565,Malware Infection,Web Server,C2 Communication,4.03,8,1,8,9,1,0.1,7,1559772,48.44,Medium,2순위
RISK-2566,Credential Compromise,Cloud Service,C2 Communication,2.95,1,6,2,1,3,0.11,5,1871375,75.67,High,1순위
RISK-2567,Data Leakage,File Server,C2 Communication,2.32,2,1,1,5,4,0.71,8,2085943,81.93,High,1순위
RISK-2568,Service Disruption,Web Server,Brute Force,2.81,8,9,8,10,7,0.5,8,3337020,100.0,High,1순위
RISK-2569,Malware Infection,Cloud Service,Phishing,8.03,9,1,2,3,6,0.38,4,2658228,100.0,High,1순위
RISK-2570,Service Disruption,Cloud Service,Brute Force,9.29,4,6,6,7,10,0.15,4,2147717,100.0,High,1순위
RISK-2571,Insider Threat,Database Server,Brute Force,4.05,10,1,6,4,10,0.71,8,3487532,100.0,High,1순위
RISK-2572,Malware Infection,VPN Server,Phishing,9.06,10,7,5,4,1,0.34,3,1906512,100.0,High,1순위
RISK-2573,Credential Compromise,File Server,Data Exfiltration,3.21,9,3,8,1,4,0.29,7,2750483,100.0,High,1순위
RISK-2574,Insider Threat,VPN Server,DDoS,4.76,4,6,3,1,6,0.64,8,2277573,100.0,High,1순위
RISK-2575,External Attack,VPN Server,Vulnerability Exploitation,2.26,10,7,10,10,3,0.55,8,2220978,92.01,High,1순위
RISK-2576,Data Leakage,File Server,DDoS,6.4,10,1,4,2,2,0.38,10,3126896,100.0,High,1순위
RISK-2577,Service Disruption,File Server,DDoS,9.79,10,1,7,2,2,0.63,4,2277602,100.0,High,1순위
RISK-2578,Data Leakage,Web Server,DDoS,6.03,9,5,7,1,10,0.29,9,2128297,100.0,High,1순위
RISK-2579,Credential Compromise,Database Server,DDoS,3.58,7,6,8,8,4,0.77,10,2153919,100.0,High,1순위
RISK-2580,Service Disruption,VPN Server,Phishing,6.48,2,9,2,6,1,0.26,4,2139462,90.77,High,1순위
RISK-2581,Insider Threat,Database Server,DDoS,1.23,9,1,2,6,10,0.19,8,1915198,100.0,High,1순위
RISK-2582,Malware Infection,Database Server,Vulnerability Exploitation,8.89,4,4,4,10,2,0.75,6,1966149,100.0,High,1순위
RISK-2583,Malware Infection,Endpoint PC,Data Exfiltration,5.03,8,10,10,10,10,0.69,5,1736144,100.0,High,1순위
RISK-2584,Service Disruption,Web Server,Phishing,4.49,7,8,9,9,2,0.21,4,1883072,81.76,High,1순위
RISK-2585,Insider Threat,VPN Server,DDoS,5.86,7,10,10,5,4,0.15,5,2528994,100.0,High,1순위
RISK-2586,Service Disruption,Cloud Service,C2 Communication,6.25,8,9,9,4,4,0.8,1,2786855,100.0,High,1순위
RISK-2587,Service Disruption,File Server,Phishing,0.72,1,3,4,6,1,0.75,7,1151076,40.23,Medium,2순위
RISK-2588,Service Disruption,File Server,Data Exfiltration,6.83,5,2,9,8,7,0.34,8,2329892,93.96,High,1순위
RISK-2589,Malware Infection,Database Server,DDoS,2.42,2,4,3,1,7,0.64,9,1785872,100.0,High,1순위
RISK-2590,Credential Compromise,Web Server,Brute Force,7.14,2,2,5,7,10,0.16,3,1426959,94.47,High,1순위
RISK-2591,Service Disruption,Web Server,Phishing,8.23,1,1,10,8,10,0.51,9,2483057,100.0,High,1순위
RISK-2592,Malware Infection,VPN Server,C2 Communication,8.04,5,3,9,9,10,0.07,10,2902167,100.0,High,1순위
RISK-2593,External Attack,VPN Server,Phishing,5.53,2,7,6,8,1,0.4,5,1114960,64.51,Medium,2순위
RISK-2594,Insider Threat,Database Server,Brute Force,5.2,4,1,3,7,8,0.12,10,1807519,100.0,High,1순위
RISK-2595,External Attack,Database Server,Phishing,1.43,3,2,10,3,10,0.48,6,1717794,71.73,High,1순위
RISK-2596,Service Disruption,Database Server,C2 Communication,7.75,3,1,9,2,7,0.43,1,1249508,90.54,High,1순위
RISK-2597,Malware Infection,Endpoint PC,Data Exfiltration,2.71,2,8,6,3,7,0.45,9,2520252,100.0,High,1순위
RISK-2598,Insider Threat,Web Server,C2 Communication,4.97,6,5,4,4,6,0.09,9,2835032,100.0,High,1순위
RISK-2599,Data Leakage,Database Server,Data Exfiltration,2.84,2,8,4,4,4,0.38,6,1922634,89.92,High,1순위
RISK-2600,Insider Threat,Web Server,C2 Communication,1.34,8,3,8,6,8,0.73,8,2536168,100.0,High,1순위
RISK-2601,Insider Threat,Cloud Service,Vulnerability Exploitation,6.3,8,7,7,7,2,0.38,4,1804748,100.0,High,1순위
RISK-2602,Service Disruption,File Server,Phishing,0.54,5,8,1,4,7,0.69,5,2148011,100.0,High,1순위
RISK-2603,External Attack,File Server,Phishing,7.49,10,6,6,10,3,0.38,5,2912675,100.0,High,1순위
RISK-2604,External Attack,Web Server,Brute Force,3.18,7,7,8,6,3,0.43,7,2263346,95.77,High,1순위
RISK-2605,Data Leakage,Cloud Service,Vulnerability Exploitation,0.0,4,2,3,9,7,0.56,7,1672164,62.04,Medium,2순위
RISK-2606,Service Disruption,File Server,Brute Force,5.11,1,8,9,6,3,0.91,7,1993979,82.92,High,1순위
RISK-2607,Insider Threat,File Server,Phishing,0.47,2,5,10,3,5,0.15,5,929049,33.88,Low,3순위
RISK-2608,Credential Compromise,File Server,Brute Force,2.76,10,7,2,1,8,0.08,4,2540626,100.0,High,1순위
RISK-2609,External Attack,VPN Server,Data Exfiltration,7.07,10,1,6,10,4,0.6,8,2867968,100.0,High,1순위
RISK-2610,External Attack,Cloud Service,Vulnerability Exploitation,0.63,4,5,1,10,7,0.9,1,1608645,80.69,High,1순위
RISK-2611,Malware Infection,VPN Server,C2 Communication,8.39,1,1,2,5,7,0.94,1,988803,100.0,High,1순위
RISK-2612,Insider Threat,Web Server,Data Exfiltration,0.04,8,8,5,10,2,0.49,6,2314850,69.87,Medium,2순위
RISK-2613,Service Disruption,Web Server,DDoS,2.47,9,4,1,10,8,0.47,2,1707676,100.0,High,1순위
RISK-2614,External Attack,Endpoint PC,C2 Communication,7.41,4,4,8,3,10,0.63,3,1276880,100.0,High,1순위
RISK-2615,Service Disruption,VPN Server,Brute Force,3.16,10,2,1,8,10,0.55,4,2870459,100.0,High,1순위
RISK-2616,Insider Threat,Web Server,Phishing,1.02,3,5,9,10,9,0.62,2,1092520,53.29,Medium,2순위
RISK-2617,Insider Threat,VPN Server,Data Exfiltration,3.6,2,1,10,1,6,0.84,10,2205813,84.81,High,1순위
RISK-2618,External Attack,Endpoint PC,Vulnerability Exploitation,2.7,5,9,3,2,5,0.72,7,2163851,100.0,High,1순위
RISK-2619,Data Leakage,Web Server,C2 Communication,8.43,3,5,2,3,1,0.5,10,2286686,100.0,High,1순위
RISK-2620,Service Disruption,Web Server,DDoS,3.13,10,6,1,3,1,0.47,1,2875740,100.0,High,1순위
RISK-2621,Service Disruption,Web Server,Data Exfiltration,7.89,7,2,9,8,9,0.63,3,1878054,100.0,High,1순위
RISK-2622,Malware Infection,Web Server,Phishing,8.92,6,10,4,5,4,0.46,2,1364326,100.0,High,1순위
RISK-2623,Insider Threat,Database Server,Vulnerability Exploitation,4.34,1,10,1,8,1,0.46,9,1657694,100.0,High,1순위
RISK-2624,Insider Threat,Cloud Service,Vulnerability Exploitation,9.1,8,1,1,6,10,0.06,8,2286067,100.0,High,1순위
RISK-2625,External Attack,Cloud Service,C2 Communication,3.77,2,4,7,2,3,0.21,3,1085023,52.56,Medium,2순위
RISK-2626,External Attack,VPN Server,Data Exfiltration,9.64,5,7,2,4,6,0.49,5,2970790,100.0,High,1순위
RISK-2627,External Attack,VPN Server,Data Exfiltration,0.89,9,6,7,9,8,0.79,3,3011357,98.68,High,1순위
RISK-2628,Malware Infection,VPN Server,Vulnerability Exploitation,6.87,8,10,7,4,10,0.3,6,3223454,100.0,High,1순위
RISK-2629,Data Leakage,Endpoint PC,Brute Force,4.94,2,1,10,5,2,0.52,5,1461416,41.96,Medium,2순위
RISK-2630,External Attack,Database Server,Vulnerability Exploitation,3.88,9,1,9,5,8,0.36,2,1991555,93.94,High,1순위
RISK-2631,External Attack,VPN Server,Phishing,6.33,5,8,7,10,1,0.14,10,2007252,96.91,High,1순위
RISK-2632,Credential Compromise,VPN Server,Data Exfiltration,7.04,10,4,1,8,2,0.91,8,2797878,100.0,High,1순위
RISK-2633,External Attack,Web Server,C2 Communication,0.04,6,5,8,6,8,0.82,6,2363733,95.39,High,1순위
RISK-2634,Malware Infection,Web Server,Data Exfiltration,1.67,3,7,8,10,7,0.12,3,1040218,54.16,Medium,2순위
RISK-2635,Service Disruption,Web Server,Vulnerability Exploitation,7.13,3,8,4,7,5,0.7,1,1668764,100.0,High,1순위
RISK-2636,Data Leakage,VPN Server,Phishing,6.66,10,10,8,6,10,0.36,5,2196591,100.0,High,1순위
RISK-2637,Service Disruption,Web Server,Brute Force,9.66,8,7,4,5,2,0.95,2,2249213,100.0,High,1순위
RISK-2638,Credential Compromise,VPN Server,Data Exfiltration,7.61,10,2,8,5,9,0.32,2,2101039,100.0,High,1순위
RISK-2639,Insider Threat,Endpoint PC,Vulnerability Exploitation,9.51,10,4,5,3,5,0.26,9,3123507,100.0,High,1순위
RISK-2640,Insider Threat,Endpoint PC,DDoS,7.03,2,10,4,7,8,0.56,10,2314294,100.0,High,1순위
RISK-2641,External Attack,File Server,Vulnerability Exploitation,2.98,2,1,6,10,4,0.8,7,1265978,48.64,Medium,2순위
RISK-2642,Credential Compromise,Database Server,Vulnerability Exploitation,1.05,5,10,2,5,9,0.22,6,3012101,100.0,High,1순위
RISK-2643,Service Disruption,Web Server,Phishing,7.82,6,9,2,7,10,0.69,1,1611526,100.0,High,1순위
RISK-2644,Malware Infection,Cloud Service,Vulnerability Exploitation,6.44,2,3,2,2,7,0.11,10,2725313,100.0,High,1순위
RISK-2645,Data Leakage,Web Server,Vulnerability Exploitation,0.48,5,3,9,9,2,0.88,2,1070839,22.86,Low,3순위
RISK-2646,Service Disruption,Database Server,Vulnerability Exploitation,3.6,7,10,10,8,3,0.12,7,2289564,93.57,High,1순위
RISK-2647,Credential Compromise,Database Server,Data Exfiltration,9.57,10,9,3,5,2,0.87,3,1921736,100.0,High,1순위
RISK-2648,Credential Compromise,File Server,Vulnerability Exploitation,5.0,10,10,10,2,5,0.49,2,2489560,100.0,High,1순위
RISK-2649,Service Disruption,Database Server,Phishing,4.33,8,3,4,6,2,0.45,6,3055064,93.62,High,1순위
RISK-2650,Data Leakage,VPN Server,DDoS,4.58,7,8,10,8,5,0.93,8,2079065,100.0,High,1순위
RISK-2651,Service Disruption,Web Server,Data Exfiltration,2.09,8,2,8,7,9,0.94,8,1984559,100.0,High,1순위
RISK-2652,Service Disruption,Database Server,DDoS,3.69,9,3,4,8,2,0.64,2,2191200,83.03,High,1순위
RISK-2653,Data Leakage,VPN Server,Vulnerability Exploitation,3.7,5,2,10,4,9,0.16,6,1371650,81.21,High,1순위
RISK-2654,Malware Infection,Database Server,Brute Force,0.52,5,1,10,3,7,0.51,5,1412478,60.96,Medium,2순위
RISK-2655,Credential Compromise,Cloud Service,DDoS,7.68,10,2,7,7,7,0.53,7,3063875,100.0,High,1순위
RISK-2656,Data Leakage,VPN Server,Phishing,4.17,4,8,5,2,5,0.51,4,1478283,100.0,High,1순위
RISK-2657,External Attack,Endpoint PC,Brute Force,8.22,9,9,9,5,8,0.56,2,2728903,100.0,High,1순위
RISK-2658,External Attack,VPN Server,Phishing,8.5,5,2,4,7,7,0.07,10,3012376,100.0,High,1순위
RISK-2659,External Attack,File Server,Brute Force,2.12,2,7,3,1,6,0.69,3,2048880,100.0,High,1순위
RISK-2660,External Attack,VPN Server,Vulnerability Exploitation,6.57,10,5,2,4,2,0.69,9,2792817,100.0,High,1순위
RISK-2661,Insider Threat,Database Server,Brute Force,4.72,8,3,1,2,6,0.15,10,2667079,100.0,High,1순위
RISK-2662,Malware Infection,Endpoint PC,DDoS,8.8,7,9,6,6,2,0.56,8,2087128,100.0,High,1순위
RISK-2663,Insider Threat,Endpoint PC,Brute Force,2.16,8,6,10,1,1,0.56,9,2430614,100.0,High,1순위
RISK-2664,Service Disruption,VPN Server,Phishing,6.78,3,1,2,7,9,0.66,5,1870489,100.0,High,1순위
RISK-2665,Service Disruption,Database Server,Vulnerability Exploitation,6.08,4,5,8,3,5,0.13,5,2569433,95.3,High,1순위
RISK-2666,Data Leakage,Endpoint PC,Phishing,2.95,5,7,6,1,10,0.61,7,2237707,100.0,High,1순위
RISK-2667,External Attack,Cloud Service,Vulnerability Exploitation,1.37,6,4,5,8,10,0.3,7,2051782,100.0,High,1순위
RISK-2668,Data Leakage,VPN Server,DDoS,6.52,1,8,2,7,4,0.51,1,1409923,94.15,High,1순위
RISK-2669,Service Disruption,VPN Server,C2 Communication,7.39,4,10,7,2,8,0.75,5,1600459,100.0,High,1순위
RISK-2670,External Attack,VPN Server,Data Exfiltration,3.16,10,5,2,7,5,0.69,8,3583280,100.0,High,1순위
RISK-2671,Credential Compromise,Endpoint PC,DDoS,6.45,5,9,5,3,7,0.16,7,2801486,100.0,High,1순위
RISK-2672,Malware Infection,Web Server,DDoS,3.95,7,9,2,9,3,0.58,2,2029048,100.0,High,1순위
RISK-2673,Service Disruption,Database Server,Data Exfiltration,7.13,5,9,10,8,8,0.92,8,2269577,100.0,High,1순위
RISK-2674,Credential Compromise,File Server,Phishing,1.99,1,1,2,5,8,0.19,2,906450,46.76,Medium,2순위
RISK-2675,Data Leakage,File Server,DDoS,8.9,7,2,7,7,3,0.82,10,2721020,100.0,High,1순위
RISK-2676,Credential Compromise,Database Server,Vulnerability Exploitation,2.87,8,3,9,3,9,0.68,1,1486763,94.3,High,1순위
RISK-2677,Data Leakage,Web Server,Brute Force,3.68,7,4,5,1,8,0.75,3,2584075,100.0,High,1순위
RISK-2678,Service Disruption,Database Server,DDoS,0.58,4,10,7,1,1,0.3,3,1217730,65.42,Medium,2순위
RISK-2679,Insider Threat,VPN Server,Data Exfiltration,1.12,8,9,4,2,8,0.31,6,2426205,100.0,High,1순위
RISK-2680,Malware Infection,Cloud Service,DDoS,5.16,5,10,2,8,4,0.87,3,1925992,100.0,High,1순위
RISK-2681,Credential Compromise,Database Server,Phishing,2.68,10,6,3,1,6,0.37,7,3115983,100.0,High,1순위
RISK-2682,Credential Compromise,Database Server,Phishing,8.35,9,1,2,5,10,0.11,8,3018577,100.0,High,1순위
RISK-2683,Service Disruption,Cloud Service,Phishing,0.15,10,9,5,9,9,0.59,3,2322541,100.0,High,1순위
RISK-2684,Service Disruption,Endpoint PC,Vulnerability Exploitation,3.79,5,6,6,9,5,0.16,9,2375853,92.3,High,1순위
RISK-2685,Data Leakage,File Server,DDoS,3.37,1,4,7,2,7,0.77,1,1076870,68.33,Medium,2순위
RISK-2686,External Attack,File Server,Phishing,0.19,9,4,3,7,1,0.63,3,1915188,74.25,High,1순위
RISK-2687,External Attack,VPN Server,C2 Communication,1.24,5,3,4,1,9,0.84,3,1486424,100.0,High,1순위
RISK-2688,External Attack,Cloud Service,Brute Force,4.14,6,7,8,3,6,0.76,7,2119488,100.0,High,1순위
RISK-2689,Data Leakage,VPN Server,Phishing,4.93,4,3,4,6,4,0.15,5,1204341,74.3,High,1순위
RISK-2690,External Attack,Endpoint PC,Vulnerability Exploitation,4.04,6,2,7,9,6,0.39,4,1616767,62.11,Medium,2순위
RISK-2691,Service Disruption,VPN Server,Brute Force,5.31,8,10,6,10,5,0.75,2,2066820,100.0,High,1순위
RISK-2692,Insider Threat,Cloud Service,Brute Force,5.95,3,8,7,2,3,0.43,7,1378495,100.0,High,1순위
RISK-2693,Insider Threat,Cloud Service,Data Exfiltration,0.1,5,4,1,7,7,0.93,3,1958198,82.81,High,1순위
RISK-2694,Insider Threat,Web Server,Phishing,4.64,2,8,3,4,3,0.71,7,2155035,100.0,High,1순위
RISK-2695,External Attack,Endpoint PC,Phishing,9.63,2,1,6,2,2,0.06,10,2104319,99.5,High,1순위
RISK-2696,Insider Threat,Cloud Service,DDoS,5.19,7,5,3,3,4,0.84,7,2008688,100.0,High,1순위
RISK-2697,Credential Compromise,Cloud Service,Vulnerability Exploitation,6.78,10,9,7,6,7,0.14,2,1955435,100.0,High,1순위
RISK-2698,External Attack,Endpoint PC,C2 Communication,3.12,10,1,9,10,5,0.18,7,2825160,79.62,High,1순위
RISK-2699,Credential Compromise,Database Server,DDoS,7.74,10,4,3,9,9,0.71,6,2828109,100.0,High,1순위
RISK-2700,Service Disruption,Database Server,C2 Communication,7.73,6,6,1,8,10,0.83,10,2023806,100.0,High,1순위
RISK-2701,Credential Compromise,Web Server,Data Exfiltration,5.21,4,10,10,10,7,0.53,4,2113739,99.98,High,1순위
